,WS,WD,TI
2015-05-01 01:26:00,9.885712120283205,347.202805621813,6.9196223968290544
2015-05-01 01:27:00,9.576142139376412,349.81092485529626,7.384056665791434
2015-05-01 01:28:00,9.546516298517654,345.49777903059737,7.212715976617019
2015-05-01 01:29:00,9.693978038522197,347.206480417802,6.417296529229727
2015-05-01 01:30:00,10.176324166338729,349.707215834705,5.92416932804305
2015-05-01 01:31:00,8.793531953926037,345.6772733516225,7.509117890486241
2015-05-01 01:32:00,7.519479305173649,341.4523184326291,12.177463839583021
2015-05-01 01:33:00,8.008015416748455,343.8028832669949,14.343299726281248
2015-05-01 01:34:00,9.102721826856584,344.7534652864139,12.413506687887038
2015-05-01 01:35:00,9.360429979154578,344.4122013066941,11.094290214930071
2015-05-01 01:36:00,10.011495442025437,346.0074435228236,10.284668544986596
2015-05-01 01:37:00,8.997292112063704,340.9822028725339,11.181837221091586
2015-05-01 01:38:00,9.791702483837907,344.1419528760465,7.770901104708094
2015-05-01 01:39:00,9.8232996938412,349.2158647931125,7.25270930452481
2015-05-01 01:40:00,9.641626605140091,348.08264632784324,6.602023676282823
2015-05-01 01:41:00,9.437694434966959,345.54085178080385,6.6209919140264395
2015-05-01 01:42:00,9.175602089148228,346.61049242855023,6.3220599613528545
2015-05-01 01:43:00,10.061226868512597,348.6828109124335,5.760559733719347
2015-05-01 01:44:00,9.706489484769785,349.68584574194324,5.896900653079937
2015-05-01 01:45:00,9.690292559752601,350.0342531786267,5.746604771389461
2015-05-01 01:46:00,9.868766335216973,348.74497509986236,5.43153929619948
2015-05-01 01:47:00,10.632885211029846,350.9512629808403,4.9718069950683015
2015-05-01 01:48:00,9.856102995343043,351.13802738523447,6.2895420290598185
2015-05-01 01:49:00,10.090574618789288,352.87056015756247,6.374485050704443
2015-05-01 01:50:00,9.584705841515307,351.8662222639795,6.716911512456229
2015-05-01 01:51:00,9.199463220333696,351.4237387248626,7.2673590495152585
2015-05-01 01:52:00,8.73181371223144,350.8881636118434,8.36541838743675
2015-05-01 01:53:00,9.4745859438942,349.88177830145145,6.349757213552584
2015-05-01 01:54:00,9.552623602767438,350.4777364267231,5.459421040397933
2015-05-01 01:55:00,9.042274891836982,348.3554223715425,5.328582168193139
2015-05-01 01:56:00,8.705855847036743,323.3105320744168,5.691144458421343
2015-05-01 01:57:00,8.189121650091746,340.00605256284297,7.014143521073018
2015-05-01 01:58:00,7.886516798969933,327.933703156702,8.777178771590446
2015-05-01 01:59:00,8.16828403825792,353.3577535309418,8.386630529721797
2015-05-01 02:00:00,7.471980595004137,311.961330711964,8.513709315259623
2015-05-01 02:01:00,7.556314764237521,334.4794422493928,7.7970182423953736
2015-05-01 02:02:00,8.345323727154458,348.92302738175056,6.587000435980342
2015-05-01 02:03:00,7.341198319487748,347.6198582962202,7.988821360092604
2015-05-01 02:04:00,8.295107199553922,354.53102238547365,7.453697889359684
2015-05-01 02:05:00,8.658443170768951,303.0442324037953,8.101728604026688
2015-05-01 02:06:00,7.757706139074405,351.4598437724774,10.076626301043918
2015-05-01 02:07:00,8.10323337203975,314.4761382844372,9.989361343868
2015-05-01 02:08:00,7.975687842001565,227.22543541445125,9.547781262797773
2015-05-01 02:09:00,7.859742576118957,290.8245016085284,9.071275232400197
2015-05-01 02:10:00,7.867454731056509,309.87794509005164,8.136155019145294
2015-05-01 02:11:00,6.539753416017551,312.2529427388087,9.93625973803666
2015-05-01 02:12:00,7.001743193062371,351.4603447080957,10.811417556744333
2015-05-01 02:13:00,6.829386142565957,346.15307026403525,10.709033899184595
2015-05-01 02:14:00,7.490751117312477,348.3746883415007,9.007828328130932
2015-05-01 02:15:00,7.716150416302295,306.697221275638,8.982482493508785
2015-05-01 02:16:00,7.185896580826935,349.0572773358397,9.379749764606766
2015-05-01 02:17:00,7.266446112941412,347.5725268060226,8.647537699380644
2015-05-01 02:18:00,6.917309450355565,351.0558299379097,8.491953925820985
2015-05-01 02:19:00,5.709141111856791,228.29560744365457,12.745491827430524
2015-05-01 02:20:00,6.587049950906056,340.27561182851247,13.404748533647423
2015-05-01 02:21:00,5.602093515770194,162.0147793455782,15.87570291404103
2015-05-01 02:22:00,5.776241683916248,269.22136087141865,15.860515745010504
2015-05-01 02:23:00,5.884024984898449,275.02199544396177,13.998195848531727
2015-05-01 02:24:00,5.432365016096556,344.9908540081307,14.34628293853979
2015-05-01 02:25:00,5.141659860179684,340.4772194887775,13.5580453605871
2015-05-01 02:26:00,5.067996628996392,337.11492189131155,10.406901793297854
2015-05-01 02:27:00,5.360968365545738,335.127603799206,8.91972306445727
2015-05-01 02:28:00,5.681836720199033,334.77992667784997,6.953692135497365
2015-05-01 02:29:00,6.635690105385211,342.43792790780134,8.482851366629259
2015-05-01 02:30:00,6.372875438856355,336.75468552172623,11.29865498537771
2015-05-01 02:31:00,6.510012915488406,333.9195196679109,11.173312944170219
2015-05-01 02:32:00,5.857732954773436,333.7413083594422,10.83412635980249
2015-05-01 02:33:00,5.083156376751721,334.0593524820884,13.441764903835994
2015-05-01 02:34:00,6.340983578377115,335.7594155104621,11.832511182103481
2015-05-01 02:35:00,5.956894390301282,343.2626858646326,11.508202776117487
2015-05-01 02:36:00,5.885917619400316,343.7940777987596,10.293525987034974
2015-05-01 02:37:00,5.839532079472302,345.3352592403499,9.809911070644064
2015-05-01 02:38:00,5.8596345468369355,348.89478531126946,8.079588179378517
2015-05-01 02:39:00,5.879093770439218,349.35070431649746,5.016049462139349
2015-05-01 02:40:00,5.432193568421751,352.2972724851428,4.283881372012267
2015-05-01 02:41:00,4.812695434744128,353.22398159555786,7.915053189497785
2015-05-01 02:42:00,4.761839036795857,21.16951318087999,10.756541861042358
2015-05-01 02:43:00,4.700804860131052,8.113014112856385,11.02705036247534
2015-05-01 02:44:00,3.907539486697807,7.008067499435812,13.205500853856103
2015-05-01 02:45:00,3.7546788732732836,14.733743891136143,13.9326588143675
2015-05-01 02:46:00,4.376172208639848,20.92893054276185,12.026428000360221
2015-05-01 02:47:00,4.521922606968122,39.54363153417944,11.644373354019486
2015-05-01 02:48:00,4.144483387444154,15.924461582260339,11.469382625912848
2015-05-01 02:49:00,3.7193473500809917,10.439662438157933,12.468911052543692
2015-05-01 02:50:00,3.5636477724846523,57.34924491518398,13.456541698888685
2015-05-01 02:51:00,3.340335981789533,68.26556727066011,15.473289187403386
2015-05-01 02:52:00,3.263853764269262,126.3269275855431,12.994198213869872
2015-05-01 02:53:00,3.435434639320026,159.91973096971813,9.039731042384496
2015-05-01 02:54:00,3.1710611012281857,180.63470663632833,7.260295586451192
2015-05-01 02:55:00,3.232761901913906,117.90981347825304,6.828405085843655
2015-05-01 02:56:00,3.089601139516754,112.62881975202203,7.073509532460222
2015-05-01 02:57:00,3.0268152536652475,9.008034734700916,8.020871893587671
2015-05-01 02:58:00,3.0521716889607795,13.686207751427887,7.378848628096884
2015-05-01 02:59:00,3.04152682004884,14.944450849794018,6.372349182448668
2015-05-01 03:00:00,2.9170355047569205,19.622223502654336,6.875797082131784
2015-05-01 03:01:00,2.988928493592818,17.80854209559043,6.355259907182623
2015-05-01 03:02:00,2.9908575875855563,17.65331469115281,6.722843330885868
2015-05-01 03:03:00,3.052251429289321,19.220867802173675,6.74840068129666
2015-05-01 03:04:00,3.0655634111786587,16.59694271049544,6.6128353125213115
2015-05-01 03:05:00,2.9991858981874904,16.179912543148863,6.244893283944039
2015-05-01 03:06:00,2.981722222511479,19.650069064094723,5.948684772611433
2015-05-01 03:07:00,2.695628008708431,18.882292952607642,6.943420702924177
2015-05-01 03:08:00,2.7337129438692798,18.023212810315194,7.702883400569975
2015-05-01 03:09:00,3.0166195892048178,15.187501995869809,7.262066499361579
2015-05-01 03:10:00,2.7526013230514734,19.68244512150237,8.580358567061838
2015-05-01 03:11:00,2.8771420769122584,21.96131201887278,8.381001729835232
2015-05-01 03:12:00,2.7304063651526964,21.193934490563443,8.533589271870033
2015-05-01 03:13:00,2.6169949049097436,18.920217091328627,8.815597005190373
2015-05-01 03:14:00,2.549275380078003,14.00776029558184,9.142472353957302
2015-05-01 03:15:00,2.89540192811346,7.461709947925706,6.806143011094077
2015-05-01 03:16:00,3.061608946595821,10.201069811948386,6.502048046820472
2015-05-01 03:17:00,3.3383594184993552,9.931654977919282,8.117118008438895
2015-05-01 03:18:00,4.155180620499162,23.66962785467036,12.849947628910614
2015-05-01 03:19:00,3.995620201138444,5.321120090382693,14.121367444581708
2015-05-01 03:20:00,3.9564487375815496,7.540037760301616,13.353232226282955
2015-05-01 03:21:00,3.5048469054786304,16.77033899297573,12.866234696453946
2015-05-01 03:22:00,3.566197810650764,151.00678409220203,11.000643888504204
2015-05-01 03:23:00,3.0298715254240474,156.3044419616567,12.565668936954872
2015-05-01 03:24:00,2.688962247159145,93.86254073427892,18.78175568025649
2015-05-01 03:25:00,2.3740885174126864,92.41660159811205,22.973528099510904
2015-05-01 03:26:00,2.295187930789591,299.2170483659423,23.261599382268706
2015-05-01 03:27:00,2.0764772432670324,202.1032579695195,23.00928160865977
2015-05-01 03:28:00,2.551101482672184,185.7821998724084,13.55456891391722
2015-05-01 03:29:00,2.368797722116269,250.2570320765778,12.958287847340388
2015-05-01 03:30:00,2.660930698603299,270.35629258765806,11.619713415451697
2015-05-01 03:31:00,2.7447026869607094,174.4061934124122,13.110514743554113
2015-05-01 03:32:00,2.566806164009393,278.67841246580315,13.382454045221445
2015-05-01 03:33:00,2.5397803290029937,313.68308361368906,11.342749141442292
2015-05-01 03:34:00,2.4912139940646365,296.35679538734433,10.884213470675268
2015-05-01 03:35:00,2.2894302436673915,347.693412100462,10.85936406913239
2015-05-01 03:36:00,2.078630710668852,253.05134641369511,14.834859993864697
2015-05-01 03:37:00,2.379945178343186,320.3851627911079,11.775819921998336
2015-05-01 03:38:00,2.3267964545413946,349.7776057188403,11.20154576942353
2015-05-01 03:39:00,1.936899463715547,341.86123641927,13.871186755256952
2015-05-01 03:40:00,1.728164304785859,335.3743711615008,17.150427114025494
2015-05-01 03:41:00,1.5084643059305964,336.04891069001576,22.924007938277338
2015-05-01 03:42:00,1.2015212777539093,326.5602240730858,33.60579627292924
2015-05-01 03:43:00,1.1046506265573948,323.5017678726861,34.79626225958528
2015-05-01 03:44:00,0.885581255497148,295.8304773141032,37.683927762075925
2015-05-01 03:45:00,0.7593242421335499,280.43522062384193,41.61590375186739
2015-05-01 03:46:00,0.7933761193592792,282.71728768928244,31.658666146047565
2015-05-01 03:47:00,0.8335918197932999,296.3698668907915,22.306328879958397
2015-05-01 03:48:00,1.3395152507182495,281.80316226460565,14.039804533136287
2015-05-01 03:49:00,1.6554238836059925,297.518014222504,19.43367349406102
2015-05-01 03:50:00,1.1811788457384897,305.6444503648187,32.651981770992165
2015-05-01 03:51:00,1.2485089597738197,306.3573688091244,27.326856852482937
2015-05-01 03:52:00,1.2718479224688612,288.34745727312753,21.377531578654185
2015-05-01 03:53:00,1.438717467347402,291.45530383094837,16.18144157055984
2015-05-01 03:54:00,1.443990271669852,299.52446476768597,14.263846269182121
2015-05-01 03:55:00,1.2765404291990172,289.31643166468695,13.240434899010737
2015-05-01 03:56:00,1.0872497423507141,279.46952594610264,14.898394445498807
2015-05-01 03:57:00,1.2647726681682558,275.0972645318169,14.343450500353299
2015-05-01 03:58:00,1.407892546553098,266.145044235947,12.251036083464845
2015-05-01 03:59:00,1.2761925802557055,266.3478267701484,12.64914439856331
2015-05-01 04:00:00,1.253184747391028,262.06786007033725,12.32318456186748
2015-05-01 04:01:00,0.9210942555811763,269.30131649317525,20.373524715718933
2015-05-01 04:02:00,0.901153576653256,268.9285506538876,25.494604917090264
2015-05-01 04:03:00,0.999366383933433,266.5715020808672,22.68424088982965
2015-05-01 04:04:00,0.8645495569449881,269.61267850008585,24.217981502645273
2015-05-01 04:05:00,0.8287165639432265,293.75275012652037,20.25862377216108
2015-05-01 04:06:00,0.9049218664807137,246.04759589411262,17.28519501350406
2015-05-01 04:07:00,1.236979460635247,246.57660389088824,14.666562510223358
2015-05-01 04:08:00,1.348559301433967,254.57599728561192,17.09339691508878
2015-05-01 04:09:00,1.0669723558717275,264.0628696415244,23.09579913140821
2015-05-01 04:10:00,1.1238201075548706,260.85360900366896,20.77230678171554
2015-05-01 04:11:00,1.3007526527238842,254.41323128323526,14.334793992691713
2015-05-01 04:12:00,1.3396960495858015,253.04238668475796,12.916649197259957
2015-05-01 04:13:00,0.8909881775945608,268.7954869238259,22.039846399711134
2015-05-01 04:14:00,1.083377867603045,262.28895593465563,19.251244899241613
2015-05-01 04:15:00,0.9235079667501466,266.7024647534723,22.770635505340834
2015-05-01 04:16:00,0.8593713147384264,258.25660321888256,24.214820030997966
2015-05-01 04:17:00,0.6053867812886207,255.2642782803,33.42563012333886
2015-05-01 04:18:00,0.6124509736048852,310.1093886967871,33.169312646735946
2015-05-01 04:19:00,0.7645408795408636,262.84886391513265,24.911555387881172
2015-05-01 04:20:00,0.9077373533589022,338.5510821466193,17.581275185074904
2015-05-01 04:21:00,0.9110074877596289,213.53369250912067,17.41043273531203
2015-05-01 04:22:00,0.8486736711336097,159.95085846376446,19.756050557265965
2015-05-01 04:23:00,1.0157534627138172,338.1575901542661,14.182004531015409
2015-05-01 04:24:00,0.9774494120392986,197.23846603698357,13.659310734241426
2015-05-01 04:25:00,0.908414121292714,241.32693500392338,15.376685922888303
2015-05-01 04:26:00,1.2647062362285824,333.9799392516757,13.7241215534538
2015-05-01 04:27:00,1.27489019382662,336.32236016847145,15.649132442475905
2015-05-01 04:28:00,1.5599637107469324,324.326362642908,15.335147771961868
2015-05-01 04:29:00,1.511116055507573,296.03564178582843,18.42900840349922
2015-05-01 04:30:00,1.613304257096769,344.2655580751451,14.435691064481837
2015-05-01 04:31:00,1.8669700281030932,350.1898081394353,11.203140488563188
2015-05-01 04:32:00,1.8722017895754977,349.40428744825425,11.679763228832487
2015-05-01 04:33:00,1.7858529512929902,295.3611811420522,11.04353589469219
2015-05-01 04:34:00,1.67848550631998,190.54481403893584,10.635143361264776
2015-05-01 04:35:00,2.0606665702092735,349.3495964491789,8.261751073477706
2015-05-01 04:36:00,2.021020986799908,349.96328152684146,8.351970345981659
2015-05-01 04:37:00,1.8561254451580715,343.2796354355488,9.408862613933492
2015-05-01 04:38:00,1.863761190133193,342.58994139827087,9.485671915803072
2015-05-01 04:39:00,1.9170205326058587,339.26693525585716,8.012490284807058
2015-05-01 04:40:00,1.7631008433740893,342.11212346226785,8.113439785992801
2015-05-01 04:41:00,1.9204426908509287,339.7778464686476,7.2497505439633425
2015-05-01 04:42:00,1.9192024598295536,343.6443342000175,7.205328052841828
2015-05-01 04:43:00,1.8073558451150291,341.03958245305375,7.5355637290966175
2015-05-01 04:44:00,1.7189898312571343,345.32190812735575,7.920177853527624
2015-05-01 04:45:00,1.665229887136905,350.6774069137802,8.45804077566264
2015-05-01 04:46:00,1.5627854700415418,218.05889677272086,9.754466812938213
2015-05-01 04:47:00,1.5581069028885093,8.136247417922512,9.01248010602035
2015-05-01 04:48:00,1.8357338126078104,22.478436639040826,6.68128014491031
2015-05-01 04:49:00,1.7863465692058869,18.618194585712427,8.163526237321067
2015-05-01 04:50:00,1.7949392640443107,24.926356512479888,9.268595257776472
2015-05-01 04:51:00,1.5076021667801687,27.777504255352632,11.483288569090067
2015-05-01 04:52:00,1.4037043650130974,28.336646990578473,13.739356920022642
2015-05-01 04:53:00,1.2330583070121257,24.715051671212407,19.034964733164944
2015-05-01 04:54:00,1.1733666033468289,32.66798929502582,21.133663332528624
2015-05-01 04:55:00,1.0050650188357517,36.977263725941576,21.174936596994208
2015-05-01 04:56:00,0.9901028874788226,37.74698967956507,17.432572111410703
2015-05-01 04:57:00,0.7576370283120674,42.60990577842144,24.79138089122712
2015-05-01 04:58:00,0.7145361654304826,38.76078852908309,25.931162296271886
2015-05-01 04:59:00,0.6879231255173459,24.21157887139722,25.35388438259062
2015-05-01 05:00:00,0.6764611721599395,18.646187627014122,23.00485674994321
2015-05-01 05:01:00,0.9059980118917865,19.27534050313342,12.608242294576316
2015-05-01 05:02:00,1.293897859185679,22.420020181728987,13.128277593425565
2015-05-01 05:03:00,1.7844145587859683,23.141450311299746,19.69025505854148
2015-05-01 05:04:00,2.3095808946082625,24.994502296474504,22.751576244691858
2015-05-01 05:05:00,2.7790974176120145,26.575005241713235,23.6401828198794
2015-05-01 05:06:00,3.0830645693668726,30.61223708501914,22.891857472092674
2015-05-01 05:07:00,3.4445438189380817,30.774859383525502,18.386402928343117
2015-05-01 05:08:00,3.8103157512876766,30.512107449390005,15.464463688144793
2015-05-01 05:09:00,3.9511890458610006,32.19478613486906,12.687598519018056
2015-05-01 05:10:00,4.008441386645605,31.54028242889001,10.717723960135995
2015-05-01 05:11:00,4.540977009971492,34.42655656784865,10.956953904476919
2015-05-01 05:12:00,6.2296660938258706,39.49467847136157,11.954902265696496
2015-05-01 05:13:00,5.892219528166948,37.941785319314256,17.756380803055265
2015-05-01 05:14:00,6.0056776923588755,37.46048142874907,17.645638860025052
2015-05-01 05:15:00,6.476986257803456,45.7189150335834,13.837292883742865
2015-05-01 05:16:00,6.5300108283213,48.66157589121903,11.340974962765646
2015-05-01 05:17:00,6.822463329026567,48.48598397464434,8.801983714156675
2015-05-01 05:18:00,6.088497378149413,44.98094266545436,10.053532685826335
2015-05-01 05:19:00,6.063543149317347,46.13420208142033,9.628333884258957
2015-05-01 05:20:00,5.794877377275211,42.24540484333058,9.853942245468389
2015-05-01 05:21:00,6.420291421538758,39.862814964783574,8.177809879908745
2015-05-01 05:22:00,7.035347204164294,42.172473450709006,7.444603412209228
2015-05-01 05:23:00,6.8532998583430045,45.53357702579742,8.077030830110454
2015-05-01 05:24:00,6.755273300528039,45.12111506393219,7.980806623823778
2015-05-01 05:25:00,6.8565936586581495,40.14230815846191,6.066761692212676
2015-05-01 05:26:00,6.654479487502803,42.95991162360826,3.9092309710125073
2015-05-01 05:27:00,6.323358276131986,43.714079041986,4.445326204131399
2015-05-01 05:28:00,6.140703617373795,44.07212409306306,5.112826454733609
2015-05-01 05:29:00,6.325685719797838,43.99822946854854,5.278551197832689
2015-05-01 05:30:00,6.178267681257703,45.0327680683781,5.122046157398596
2015-05-01 05:31:00,5.999881437875784,45.60537252974044,3.6356577019900533
2015-05-01 05:32:00,5.981942633245933,44.551467581858674,3.664437630225145
2015-05-01 05:33:00,5.805615488050721,46.277790040567346,3.99848340059578
2015-05-01 05:34:00,5.6124588014335455,47.51124672770805,4.865795694646991
2015-05-01 05:35:00,5.552817734940707,41.81468192290698,4.91257664613116
2015-05-01 05:36:00,5.557076697476825,42.852636980261444,5.127803924524163
2015-05-01 05:37:00,5.105630891192702,49.13238331096641,6.337903173911128
2015-05-01 05:38:00,4.9870439893982885,46.914948517668506,6.311111006819003
2015-05-01 05:39:00,5.392155153699729,42.57213091894164,6.084062031500152
2015-05-01 05:40:00,5.5639423191775705,40.87635574263706,5.95778241887433
2015-05-01 05:41:00,5.361747425751619,40.852564808917826,6.828717403920723
2015-05-01 05:42:00,4.769432721336651,45.09877574215371,8.724379481090018
2015-05-01 05:43:00,5.147480197814958,43.303219664235144,8.474407717802707
2015-05-01 05:44:00,5.037315722832294,44.29027869351259,8.570763449941472
2015-05-01 05:45:00,5.069916212420389,46.7325283090851,7.929218167172571
2015-05-01 05:46:00,5.455170567438101,44.84713759123148,5.915478517081775
2015-05-01 05:47:00,4.908286042225458,51.5999432655027,6.6417593336988405
2015-05-01 05:48:00,5.584114960898602,53.575156444679266,6.567829104681264
2015-05-01 05:49:00,5.680673095962199,51.959278773551304,7.524343405119502
2015-05-01 05:50:00,5.729595471105591,57.08323496690886,7.477383883048219
2015-05-01 05:51:00,6.375207187059263,53.85411169057636,8.024530369142488
2015-05-01 05:52:00,6.102457685141366,51.86991014541505,9.095594466850326
2015-05-01 05:53:00,5.665163965449705,55.25597543374185,8.775822732851434
2015-05-01 05:54:00,5.8909761975863875,55.40352783071506,8.243327681374955
2015-05-01 05:55:00,5.8617565432772345,54.97603233149028,8.141124631145427
2015-05-01 05:56:00,6.331303609117686,56.15300696460294,7.240582838490047
2015-05-01 05:57:00,5.931285566149225,56.96951309196737,6.836475467275667
2015-05-01 05:58:00,6.373496199916451,59.015945688128646,5.169756317542495
2015-05-01 05:59:00,6.708775668763697,58.34393752645171,5.539470652359825
2015-05-01 06:00:00,7.178391026113693,60.74795810449035,6.600567880723739
2015-05-01 06:01:00,7.2836588024274835,62.99823136897387,7.274373990498779
2015-05-01 06:02:00,6.638334724662351,61.012327294460086,8.510433301109295
2015-05-01 06:03:00,6.151598226330827,66.13093828977183,8.105887017639786
2015-05-01 06:04:00,6.023245273780094,64.72308532549965,10.449582307375332
2015-05-01 06:05:00,5.950606753346148,67.18593081555028,10.794848583269026
2015-05-01 06:06:00,6.231546355799137,65.47593318095127,9.54209134161916
2015-05-01 06:07:00,6.32614874607935,64.1601547932547,6.586157508042558
2015-05-01 06:08:00,5.930616045732111,63.111412546793396,7.087376267033146
2015-05-01 06:09:00,5.437152255484763,64.87003325212146,8.343215567403183
2015-05-01 06:10:00,5.582668535614726,64.49181158035927,8.841980339816104
2015-05-01 06:11:00,5.348640190187791,63.11859880553345,10.79833355502671
2015-05-01 06:12:00,6.16199304150502,64.20925159070087,9.202213729264415
2015-05-01 06:13:00,5.217919293765356,58.66008809055186,9.897962245049996
